League,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,TestX
English Premier League,16/08/08,Arsenal,West Brom,1.0,0.0,H,0
English Premier League,16/08/08,Bolton,Stoke,3.0,1.0,H,1
English Premier League,16/08/08,Everton,Blackburn,2.0,3.0,A,2
English Premier League,16/08/08,Hull,Fulham,2.0,1.0,H,3
English Premier League,16/08/08,Middlesbrough,Tottenham,2.0,1.0,H,4
English Premier League,16/08/08,Sunderland,Liverpool,0.0,1.0,A,5
English Premier League,16/08/08,West Ham,Wigan,2.0,1.0,H,6
English Premier League,17/08/08,Aston Villa,Man City,4.0,2.0,H,7
English Premier League,17/08/08,Chelsea,Portsmouth,4.0,0.0,H,8
English Premier League,17/08/08,Man United,Newcastle,1.0,1.0,D,9
English Premier League,23/08/08,Blackburn,Hull,1.0,1.0,D,10
English Premier League,23/08/08,Fulham,Arsenal,1.0,0.0,H,11
English Premier League,23/08/08,Liverpool,Middlesbrough,2.0,1.0,H,12
English Premier League,23/08/08,Newcastle,Bolton,1.0,0.0,H,13
English Premier League,23/08/08,Stoke,Aston Villa,3.0,2.0,H,14
English Premier League,23/08/08,Tottenham,Sunderland,1.0,2.0,A,15
English Premier League,23/08/08,West Brom,Everton,1.0,2.0,A,16
English Premier League,24/08/08,Man City,West Ham,3.0,0.0,H,17
English Premier League,24/08/08,Wigan,Chelsea,0.0,1.0,A,18
English Premier League,25/08/08,Portsmouth,Man United,0.0,1.0,A,19
English Premier League,30/08/08,Arsenal,Newcastle,3.0,0.0,H,20
English Premier League,30/08/08,Bolton,West Brom,0.0,0.0,D,21
English Premier League,30/08/08,Everton,Portsmouth,0.0,3.0,A,22
English Premier League,30/08/08,Hull,Wigan,0.0,5.0,A,23
English Premier League,30/08/08,Middlesbrough,Stoke,2.0,1.0,H,24
English Premier League,30/08/08,West Ham,Blackburn,4.0,1.0,H,25
English Premier League,31/08/08,Aston Villa,Liverpool,0.0,0.0,D,26
English Premier League,31/08/08,Chelsea,Tottenham,1.0,1.0,D,27
English Premier League,31/08/08,Sunderland,Man City,0.0,3.0,A,28
English Premier League,13/09/08,Blackburn,Arsenal,0.0,4.0,A,29
English Premier League,13/09/08,Fulham,Bolton,2.0,1.0,H,30
English Premier League,13/09/08,Liverpool,Man United,2.0,1.0,H,31
English Premier League,13/09/08,Man City,Chelsea,1.0,3.0,A,32
English Premier League,13/09/08,Newcastle,Hull,1.0,2.0,A,33
English Premier League,13/09/08,Portsmouth,Middlesbrough,2.0,1.0,H,34
English Premier League,13/09/08,West Brom,West Ham,3.0,2.0,H,35
English Premier League,13/09/08,Wigan,Sunderland,1.0,1.0,D,36
English Premier League,14/09/08,Stoke,Everton,2.0,3.0,A,37
English Premier League,15/09/08,Tottenham,Aston Villa,1.0,2.0,A,38
English Premier League,20/09/08,Blackburn,Fulham,1.0,0.0,H,39
English Premier League,20/09/08,Bolton,Arsenal,1.0,3.0,A,40
English Premier League,20/09/08,Liverpool,Stoke,0.0,0.0,D,41
English Premier League,20/09/08,Sunderland,Middlesbrough,2.0,0.0,H,42
English Premier League,20/09/08,West Ham,Newcastle,3.0,1.0,H,43
English Premier League,21/09/08,Chelsea,Man United,1.0,1.0,D,44
English Premier League,21/09/08,Hull,Everton,2.0,2.0,D,45
English Premier League,21/09/08,Man City,Portsmouth,6.0,0.0,H,46
English Premier League,21/09/08,Tottenham,Wigan,0.0,0.0,D,47
English Premier League,21/09/08,West Brom,Aston Villa,1.0,2.0,A,48
English Premier League,27/09/08,Arsenal,Hull,1.0,2.0,A,49
English Premier League,27/09/08,Aston Villa,Sunderland,2.0,1.0,H,50
English Premier League,27/09/08,Everton,Liverpool,0.0,2.0,A,51
English Premier League,27/09/08,Fulham,West Ham,1.0,2.0,A,52
English Premier League,27/09/08,Man United,Bolton,2.0,0.0,H,53
English Premier League,27/09/08,Middlesbrough,West Brom,0.0,1.0,A,54
English Premier League,27/09/08,Newcastle,Blackburn,1.0,2.0,A,55
English Premier League,27/09/08,Stoke,Chelsea,0.0,2.0,A,56
English Premier League,28/09/08,Portsmouth,Tottenham,2.0,0.0,H,57
English Premier League,28/09/08,Wigan,Man City,2.0,1.0,H,58
English Premier League,04/10/08,Blackburn,Man United,0.0,2.0,A,59
English Premier League,04/10/08,Sunderland,Arsenal,1.0,1.0,D,60
English Premier League,04/10/08,West Brom,Fulham,1.0,0.0,H,61
English Premier League,04/10/08,Wigan,Middlesbrough,0.0,1.0,A,62
English Premier League,05/10/08,Chelsea,Aston Villa,2.0,0.0,H,63
English Premier League,05/10/08,Everton,Newcastle,2.0,2.0,D,64
English Premier League,05/10/08,Man City,Liverpool,2.0,3.0,A,65
English Premier League,05/10/08,Portsmouth,Stoke,2.0,1.0,H,66
English Premier League,05/10/08,Tottenham,Hull,0.0,1.0,A,67
English Premier League,05/10/08,West Ham,Bolton,1.0,3.0,A,68
English Premier League,18/10/08,Arsenal,Everton,3.0,1.0,H,69
English Premier League,18/10/08,Aston Villa,Portsmouth,0.0,0.0,D,70
English Premier League,18/10/08,Bolton,Blackburn,0.0,0.0,D,71
English Premier League,18/10/08,Fulham,Sunderland,0.0,0.0,D,72
English Premier League,18/10/08,Liverpool,Wigan,3.0,2.0,H,73
English Premier League,18/10/08,Man United,West Brom,4.0,0.0,H,74
English Premier League,18/10/08,Middlesbrough,Chelsea,0.0,5.0,A,75
English Premier League,19/10/08,Hull,West Ham,1.0,0.0,H,76
English Premier League,19/10/08,Stoke,Tottenham,2.0,1.0,H,77
English Premier League,20/10/08,Newcastle,Man City,2.0,2.0,D,78
English Premier League,25/10/08,Blackburn,Middlesbrough,1.0,1.0,D,79
English Premier League,25/10/08,Everton,Man United,1.0,1.0,D,80
English Premier League,25/10/08,Sunderland,Newcastle,2.0,1.0,H,81
English Premier League,25/10/08,West Brom,Hull,0.0,3.0,A,82
English Premier League,26/10/08,Chelsea,Liverpool,0.0,1.0,A,83
English Premier League,26/10/08,Man City,Stoke,3.0,0.0,H,84
English Premier League,26/10/08,Portsmouth,Fulham,1.0,1.0,D,85
English Premier League,26/10/08,Tottenham,Bolton,2.0,0.0,H,86
English Premier League,26/10/08,West Ham,Arsenal,0.0,2.0,A,87
English Premier League,26/10/08,Wigan,Aston Villa,0.0,4.0,A,88
English Premier League,28/10/08,Newcastle,West Brom,2.0,1.0,H,89
English Premier League,29/10/08,Arsenal,Tottenham,4.0,4.0,D,90
English Premier League,29/10/08,Aston Villa,Blackburn,3.0,2.0,H,91
English Premier League,29/10/08,Bolton,Everton,0.0,1.0,A,92
English Premier League,29/10/08,Fulham,Wigan,2.0,0.0,H,93
English Premier League,29/10/08,Hull,Chelsea,0.0,3.0,A,94
English Premier League,29/10/08,Liverpool,Portsmouth,1.0,0.0,H,95
English Premier League,29/10/08,Man United,West Ham,2.0,0.0,H,96
English Premier League,29/10/08,Middlesbrough,Man City,2.0,0.0,H,97
English Premier League,29/10/08,Stoke,Sunderland,1.0,0.0,H,98
English Premier League,01/11/08,Chelsea,Sunderland,5.0,0.0,H,99
English Premier League,01/11/08,Everton,Fulham,1.0,0.0,H,100
English Premier League,01/11/08,Man United,Hull,4.0,3.0,H,101
English Premier League,01/11/08,Middlesbrough,West Ham,1.0,1.0,D,102
English Premier League,01/11/08,Portsmouth,Wigan,1.0,2.0,A,103
English Premier League,01/11/08,Stoke,Arsenal,2.0,1.0,H,104
English Premier League,01/11/08,Tottenham,Liverpool,2.0,1.0,H,105
English Premier League,01/11/08,West Brom,Blackburn,2.0,2.0,D,106
English Premier League,02/11/08,Bolton,Man City,2.0,0.0,H,107
English Premier League,03/11/08,Newcastle,Aston Villa,2.0,0.0,H,108
English Premier League,08/11/08,Arsenal,Man United,2.0,1.0,H,109
English Premier League,08/11/08,Hull,Bolton,0.0,1.0,A,110
English Premier League,08/11/08,Liverpool,West Brom,3.0,0.0,H,111
English Premier League,08/11/08,Sunderland,Portsmouth,1.0,2.0,A,112
English Premier League,08/11/08,West Ham,Everton,1.0,3.0,A,113
English Premier League,08/11/08,Wigan,Stoke,0.0,0.0,D,114
English Premier League,09/11/08,Aston Villa,Middlesbrough,1.0,2.0,A,115
English Premier League,09/11/08,Blackburn,Chelsea,0.0,2.0,A,116
English Premier League,09/11/08,Fulham,Newcastle,2.0,1.0,H,117
English Premier League,09/11/08,Man City,Tottenham,1.0,2.0,A,118
English Premier League,15/11/08,Arsenal,Aston Villa,0.0,2.0,A,119
English Premier League,15/11/08,Blackburn,Sunderland,1.0,2.0,A,120
English Premier League,15/11/08,Bolton,Liverpool,0.0,2.0,A,121
English Premier League,15/11/08,Fulham,Tottenham,2.0,1.0,H,122
English Premier League,15/11/08,Man United,Stoke,5.0,0.0,H,123
English Premier League,15/11/08,Newcastle,Wigan,2.0,2.0,D,124
English Premier League,15/11/08,West Brom,Chelsea,0.0,3.0,A,125
English Premier League,15/11/08,West Ham,Portsmouth,0.0,0.0,D,126
English Premier League,16/11/08,Everton,Middlesbrough,1.0,1.0,D,127
English Premier League,16/11/08,Hull,Man City,2.0,2.0,D,128
English Premier League,22/11/08,Aston Villa,Man United,0.0,0.0,D,129
English Premier League,22/11/08,Chelsea,Newcastle,0.0,0.0,D,130
English Premier League,22/11/08,Liverpool,Fulham,0.0,0.0,D,131
English Premier League,22/11/08,Man City,Arsenal,3.0,0.0,H,132
English Premier League,22/11/08,Middlesbrough,Bolton,1.0,3.0,A,133
English Premier League,22/11/08,Portsmouth,Hull,2.0,2.0,D,134
English Premier League,22/11/08,Stoke,West Brom,1.0,0.0,H,135
English Premier League,23/11/08,Sunderland,West Ham,0.0,1.0,A,136
English Premier League,23/11/08,Tottenham,Blackburn,1.0,0.0,H,137
English Premier League,24/11/08,Wigan,Everton,1.0,0.0,H,138
English Premier League,29/11/08,Aston Villa,Fulham,0.0,0.0,D,139
English Premier League,29/11/08,Middlesbrough,Newcastle,0.0,0.0,D,140
English Premier League,29/11/08,Stoke,Hull,1.0,1.0,D,141
English Premier League,29/11/08,Sunderland,Bolton,1.0,4.0,A,142
English Premier League,29/11/08,Wigan,West Brom,2.0,1.0,H,143
English Premier League,30/11/08,Chelsea,Arsenal,1.0,2.0,A,144
English Premier League,30/11/08,Man City,Man United,0.0,1.0,A,145
English Premier League,30/11/08,Portsmouth,Blackburn,3.0,2.0,H,146
English Premier League,30/11/08,Tottenham,Everton,0.0,1.0,A,147
English Premier League,01/12/08,Liverpool,West Ham,0.0,0.0,D,148
English Premier League,06/12/08,Arsenal,Wigan,1.0,0.0,H,149
English Premier League,06/12/08,Blackburn,Liverpool,1.0,3.0,A,150
English Premier League,06/12/08,Bolton,Chelsea,0.0,2.0,A,151
English Premier League,06/12/08,Fulham,Man City,1.0,1.0,D,152
English Premier League,06/12/08,Hull,Middlesbrough,2.0,1.0,H,153
English Premier League,06/12/08,Man United,Sunderland,1.0,0.0,H,154
English Premier League,06/12/08,Newcastle,Stoke,2.0,2.0,D,155
English Premier League,07/12/08,Everton,Aston Villa,2.0,3.0,A,156
English Premier League,07/12/08,West Brom,Portsmouth,1.0,1.0,D,157
English Premier League,08/12/08,West Ham,Tottenham,0.0,2.0,A,158
English Premier League,13/12/08,Aston Villa,Bolton,4.0,2.0,H,159
English Premier League,13/12/08,Liverpool,Hull,2.0,2.0,D,160
English Premier League,13/12/08,Man City,Everton,0.0,1.0,A,161
English Premier League,13/12/08,Middlesbrough,Arsenal,1.0,1.0,D,162
English Premier League,13/12/08,Stoke,Fulham,0.0,0.0,D,163
English Premier League,13/12/08,Sunderland,West Brom,4.0,0.0,H,164
English Premier League,13/12/08,Tottenham,Man United,0.0,0.0,D,165
English Premier League,13/12/08,Wigan,Blackburn,3.0,0.0,H,166
English Premier League,14/12/08,Chelsea,West Ham,1.0,1.0,D,167
English Premier League,14/12/08,Portsmouth,Newcastle,0.0,3.0,A,168
English Premier League,20/12/08,Blackburn,Stoke,3.0,0.0,H,169
English Premier League,20/12/08,Bolton,Portsmouth,2.0,1.0,H,170
English Premier League,20/12/08,Fulham,Middlesbrough,3.0,0.0,H,171
English Premier League,20/12/08,Hull,Sunderland,1.0,4.0,A,172
English Premier League,20/12/08,West Ham,Aston Villa,0.0,1.0,A,173
English Premier League,21/12/08,Arsenal,Liverpool,1.0,1.0,D,174
English Premier League,21/12/08,Newcastle,Tottenham,2.0,1.0,H,175
English Premier League,21/12/08,West Brom,Man City,2.0,1.0,H,176
English Premier League,22/12/08,Everton,Chelsea,0.0,0.0,D,177
English Premier League,26/12/08,Aston Villa,Arsenal,2.0,2.0,D,178
English Premier League,26/12/08,Chelsea,West Brom,2.0,0.0,H,179
English Premier League,26/12/08,Liverpool,Bolton,3.0,0.0,H,180
English Premier League,26/12/08,Man City,Hull,5.0,1.0,H,181
English Premier League,26/12/08,Middlesbrough,Everton,0.0,1.0,A,182
English Premier League,26/12/08,Portsmouth,West Ham,1.0,4.0,A,183
English Premier League,26/12/08,Stoke,Man United,0.0,1.0,A,184
English Premier League,26/12/08,Sunderland,Blackburn,0.0,0.0,D,185
English Premier League,26/12/08,Tottenham,Fulham,0.0,0.0,D,186
English Premier League,26/12/08,Wigan,Newcastle,2.0,1.0,H,187
English Premier League,28/12/08,Arsenal,Portsmouth,1.0,0.0,H,188
English Premier League,28/12/08,Blackburn,Man City,2.0,2.0,D,189
English Premier League,28/12/08,Bolton,Wigan,0.0,1.0,A,190
English Premier League,28/12/08,Everton,Sunderland,3.0,0.0,H,191
English Premier League,28/12/08,Fulham,Chelsea,2.0,2.0,D,192
English Premier League,28/12/08,Newcastle,Liverpool,1.0,5.0,A,193
English Premier League,28/12/08,West Brom,Tottenham,2.0,0.0,H,194
English Premier League,28/12/08,West Ham,Stoke,2.0,1.0,H,195
English Premier League,29/12/08,Man United,Middlesbrough,1.0,0.0,H,196
English Premier League,30/12/08,Hull,Aston Villa,0.0,1.0,A,197
English Premier League,10/01/09,Arsenal,Bolton,1.0,0.0,H,198
English Premier League,10/01/09,Aston Villa,West Brom,2.0,1.0,H,199
English Premier League,10/01/09,Everton,Hull,2.0,0.0,H,200
English Premier League,10/01/09,Middlesbrough,Sunderland,1.0,1.0,D,201
English Premier League,10/01/09,Newcastle,West Ham,2.0,2.0,D,202
English Premier League,10/01/09,Stoke,Liverpool,0.0,0.0,D,203
English Premier League,11/01/09,Man United,Chelsea,3.0,0.0,H,204
English Premier League,11/01/09,Wigan,Tottenham,1.0,0.0,H,205
English Premier League,14/01/09,Man United,Wigan,1.0,0.0,H,206
English Premier League,17/01/09,Blackburn,Newcastle,3.0,0.0,H,207
English Premier League,17/01/09,Bolton,Man United,0.0,1.0,A,208
English Premier League,17/01/09,Chelsea,Stoke,2.0,1.0,H,209
English Premier League,17/01/09,Hull,Arsenal,1.0,3.0,A,210
English Premier League,17/01/09,Man City,Wigan,1.0,0.0,H,211
English Premier League,17/01/09,Sunderland,Aston Villa,1.0,2.0,A,212
English Premier League,17/01/09,West Brom,Middlesbrough,3.0,0.0,H,213
English Premier League,18/01/09,Tottenham,Portsmouth,1.0,1.0,D,214
English Premier League,18/01/09,West Ham,Fulham,3.0,1.0,H,215
English Premier League,19/01/09,Liverpool,Everton,1.0,1.0,D,216
English Premier League,27/01/09,Portsmouth,Aston Villa,0.0,1.0,A,217
English Premier League,27/01/09,Sunderland,Fulham,1.0,0.0,H,218
English Premier League,27/01/09,Tottenham,Stoke,3.0,1.0,H,219
English Premier League,27/01/09,West Brom,Man United,0.0,5.0,A,220
English Premier League,28/01/09,Blackburn,Bolton,2.0,2.0,D,221
English Premier League,28/01/09,Chelsea,Middlesbrough,2.0,0.0,H,222
English Premier League,28/01/09,Everton,Arsenal,1.0,1.0,D,223
English Premier League,28/01/09,Man City,Newcastle,2.0,1.0,H,224
English Premier League,28/01/09,West Ham,Hull,2.0,0.0,H,225
English Premier League,28/01/09,Wigan,Liverpool,1.0,1.0,D,226
English Premier League,31/01/09,Arsenal,West Ham,0.0,0.0,D,227
English Premier League,31/01/09,Aston Villa,Wigan,0.0,0.0,D,228
English Premier League,31/01/09,Bolton,Tottenham,3.0,2.0,H,229
English Premier League,31/01/09,Fulham,Portsmouth,3.0,1.0,H,230
English Premier League,31/01/09,Hull,West Brom,2.0,2.0,D,231
English Premier League,31/01/09,Man United,Everton,1.0,0.0,H,232
English Premier League,31/01/09,Middlesbrough,Blackburn,0.0,0.0,D,233
English Premier League,31/01/09,Stoke,Man City,1.0,0.0,H,234
English Premier League,01/02/09,Liverpool,Chelsea,2.0,0.0,H,235
English Premier League,01/02/09,Newcastle,Sunderland,1.0,1.0,D,236
English Premier League,07/02/09,Blackburn,Aston Villa,0.0,2.0,A,237
English Premier League,07/02/09,Chelsea,Hull,0.0,0.0,D,238
English Premier League,07/02/09,Everton,Bolton,3.0,0.0,H,239
English Premier League,07/02/09,Man City,Middlesbrough,1.0,0.0,H,240
English Premier League,07/02/09,Portsmouth,Liverpool,2.0,3.0,A,241
English Premier League,07/02/09,Sunderland,Stoke,2.0,0.0,H,242
English Premier League,07/02/09,West Brom,Newcastle,2.0,3.0,A,243
English Premier League,07/02/09,Wigan,Fulham,0.0,0.0,D,244
English Premier League,08/02/09,Tottenham,Arsenal,0.0,0.0,D,245
English Premier League,08/02/09,West Ham,Man United,0.0,1.0,A,246
English Premier League,14/02/09,Portsmouth,Man City,2.0,0.0,H,247
English Premier League,18/02/09,Man United,Fulham,3.0,0.0,H,248
English Premier League,21/02/09,Arsenal,Sunderland,0.0,0.0,D,249
English Premier League,21/02/09,Aston Villa,Chelsea,0.0,1.0,A,250
English Premier League,21/02/09,Bolton,West Ham,2.0,1.0,H,251
English Premier League,21/02/09,Man United,Blackburn,2.0,1.0,H,252
English Premier League,21/02/09,Middlesbrough,Wigan,0.0,0.0,D,253
English Premier League,21/02/09,Stoke,Portsmouth,2.0,2.0,D,254
English Premier League,22/02/09,Fulham,West Brom,2.0,0.0,H,255
English Premier League,22/02/09,Liverpool,Man City,1.0,1.0,D,256
English Premier League,22/02/09,Newcastle,Everton,0.0,0.0,D,257
English Premier League,23/02/09,Hull,Tottenham,1.0,2.0,A,258
English Premier League,28/02/09,Arsenal,Fulham,0.0,0.0,D,259
English Premier League,28/02/09,Chelsea,Wigan,2.0,1.0,H,260
English Premier League,28/02/09,Everton,West Brom,2.0,0.0,H,261
English Premier League,28/02/09,Middlesbrough,Liverpool,2.0,0.0,H,262
English Premier League,01/03/09,Aston Villa,Stoke,2.0,2.0,D,263
English Premier League,01/03/09,Bolton,Newcastle,1.0,0.0,H,264
English Premier League,01/03/09,Hull,Blackburn,1.0,2.0,A,265
English Premier League,01/03/09,West Ham,Man City,1.0,0.0,H,266
English Premier League,03/03/09,Liverpool,Sunderland,2.0,0.0,H,267
English Premier League,03/03/09,Portsmouth,Chelsea,0.0,1.0,A,268
English Premier League,03/03/09,West Brom,Arsenal,1.0,3.0,A,269
English Premier League,04/03/09,Blackburn,Everton,0.0,0.0,D,270
English Premier League,04/03/09,Fulham,Hull,0.0,1.0,A,271
English Premier League,04/03/09,Man City,Aston Villa,2.0,0.0,H,272
English Premier League,04/03/09,Newcastle,Man United,1.0,2.0,A,273
English Premier League,04/03/09,Stoke,Bolton,2.0,0.0,H,274
English Premier League,04/03/09,Tottenham,Middlesbrough,4.0,0.0,H,275
English Premier League,04/03/09,Wigan,West Ham,0.0,1.0,A,276
English Premier League,07/03/09,Sunderland,Tottenham,1.0,1.0,D,277
English Premier League,11/03/09,Fulham,Blackburn,1.0,2.0,A,278
English Premier League,14/03/09,Arsenal,Blackburn,4.0,0.0,H,279
English Premier League,14/03/09,Bolton,Fulham,1.0,3.0,A,280
English Premier League,14/03/09,Everton,Stoke,3.0,1.0,H,281
English Premier League,14/03/09,Hull,Newcastle,1.0,1.0,D,282
English Premier League,14/03/09,Man United,Liverpool,1.0,4.0,A,283
English Premier League,14/03/09,Middlesbrough,Portsmouth,1.0,1.0,D,284
English Premier League,14/03/09,Sunderland,Wigan,1.0,2.0,A,285
English Premier League,15/03/09,Aston Villa,Tottenham,1.0,2.0,A,286
English Premier League,15/03/09,Chelsea,Man City,1.0,0.0,H,287
English Premier League,16/03/09,West Ham,West Brom,0.0,0.0,D,288
English Premier League,21/03/09,Blackburn,West Ham,1.0,1.0,D,289
English Premier League,21/03/09,Fulham,Man United,2.0,0.0,H,290
English Premier League,21/03/09,Newcastle,Arsenal,1.0,3.0,A,291
English Premier League,21/03/09,Portsmouth,Everton,2.0,1.0,H,292
English Premier League,21/03/09,Stoke,Middlesbrough,1.0,0.0,H,293
English Premier League,21/03/09,Tottenham,Chelsea,1.0,0.0,H,294
English Premier League,21/03/09,West Brom,Bolton,1.0,1.0,D,295
English Premier League,22/03/09,Liverpool,Aston Villa,5.0,0.0,H,296
English Premier League,22/03/09,Man City,Sunderland,1.0,0.0,H,297
English Premier League,22/03/09,Wigan,Hull,1.0,0.0,H,298
English Premier League,04/04/09,Arsenal,Man City,2.0,0.0,H,299
English Premier League,04/04/09,Blackburn,Tottenham,2.0,1.0,H,300
English Premier League,04/04/09,Bolton,Middlesbrough,4.0,1.0,H,301
English Premier League,04/04/09,Fulham,Liverpool,0.0,1.0,A,302
English Premier League,04/04/09,Hull,Portsmouth,0.0,0.0,D,303
English Premier League,04/04/09,Newcastle,Chelsea,0.0,2.0,A,304
English Premier League,04/04/09,West Brom,Stoke,0.0,2.0,A,305
English Premier League,04/04/09,West Ham,Sunderland,2.0,0.0,H,306
English Premier League,05/04/09,Everton,Wigan,4.0,0.0,H,307
English Premier League,05/04/09,Man United,Aston Villa,3.0,2.0,H,308
English Premier League,11/04/09,Chelsea,Bolton,4.0,3.0,H,309
English Premier League,11/04/09,Liverpool,Blackburn,4.0,0.0,H,310
English Premier League,11/04/09,Middlesbrough,Hull,3.0,1.0,H,311
English Premier League,11/04/09,Portsmouth,West Brom,2.0,2.0,D,312
English Premier League,11/04/09,Stoke,Newcastle,1.0,1.0,D,313
English Premier League,11/04/09,Sunderland,Man United,1.0,2.0,A,314
English Premier League,11/04/09,Tottenham,West Ham,1.0,0.0,H,315
English Premier League,11/04/09,Wigan,Arsenal,1.0,4.0,A,316
English Premier League,12/04/09,Aston Villa,Everton,3.0,3.0,D,317
English Premier League,12/04/09,Man City,Fulham,1.0,3.0,A,318
English Premier League,18/04/09,Aston Villa,West Ham,1.0,1.0,D,319
English Premier League,18/04/09,Middlesbrough,Fulham,0.0,0.0,D,320
English Premier League,18/04/09,Portsmouth,Bolton,1.0,0.0,H,321
English Premier League,18/04/09,Stoke,Blackburn,1.0,0.0,H,322
English Premier League,18/04/09,Sunderland,Hull,1.0,0.0,H,323
English Premier League,19/04/09,Man City,West Brom,4.0,2.0,H,324
English Premier League,19/04/09,Tottenham,Newcastle,1.0,0.0,H,325
English Premier League,21/04/09,Liverpool,Arsenal,4.0,4.0,D,326
English Premier League,22/04/09,Chelsea,Everton,0.0,0.0,D,327
English Premier League,22/04/09,Man United,Portsmouth,2.0,0.0,H,328
English Premier League,25/04/09,Bolton,Aston Villa,1.0,1.0,D,329
English Premier League,25/04/09,Everton,Man City,1.0,2.0,A,330
English Premier League,25/04/09,Fulham,Stoke,1.0,0.0,H,331
English Premier League,25/04/09,Hull,Liverpool,1.0,3.0,A,332
English Premier League,25/04/09,Man United,Tottenham,5.0,2.0,H,333
English Premier League,25/04/09,West Brom,Sunderland,3.0,0.0,H,334
English Premier League,25/04/09,West Ham,Chelsea,0.0,1.0,A,335
English Premier League,26/04/09,Arsenal,Middlesbrough,2.0,0.0,H,336
English Premier League,26/04/09,Blackburn,Wigan,2.0,0.0,H,337
English Premier League,27/04/09,Newcastle,Portsmouth,0.0,0.0,D,338
English Premier League,02/05/09,Chelsea,Fulham,3.0,1.0,H,339
English Premier League,02/05/09,Man City,Blackburn,3.0,1.0,H,340
English Premier League,02/05/09,Middlesbrough,Man United,0.0,2.0,A,341
English Premier League,02/05/09,Portsmouth,Arsenal,0.0,3.0,A,342
English Premier League,02/05/09,Stoke,West Ham,0.0,1.0,A,343
English Premier League,02/05/09,Tottenham,West Brom,1.0,0.0,H,344
English Premier League,02/05/09,Wigan,Bolton,0.0,0.0,D,345
English Premier League,03/05/09,Liverpool,Newcastle,3.0,0.0,H,346
English Premier League,03/05/09,Sunderland,Everton,0.0,2.0,A,347
English Premier League,04/05/09,Aston Villa,Hull,1.0,0.0,H,348
English Premier League,09/05/09,Blackburn,Portsmouth,2.0,0.0,H,349
English Premier League,09/05/09,Bolton,Sunderland,0.0,0.0,D,350
English Premier League,09/05/09,Everton,Tottenham,0.0,0.0,D,351
English Premier League,09/05/09,Fulham,Aston Villa,3.0,1.0,H,352
English Premier League,09/05/09,Hull,Stoke,1.0,2.0,A,353
English Premier League,09/05/09,West Brom,Wigan,3.0,1.0,H,354
English Premier League,09/05/09,West Ham,Liverpool,0.0,3.0,A,355
English Premier League,10/05/09,Arsenal,Chelsea,1.0,4.0,A,356
English Premier League,10/05/09,Man United,Man City,2.0,0.0,H,357
English Premier League,11/05/09,Newcastle,Middlesbrough,3.0,1.0,H,358
English Premier League,13/05/09,Wigan,Man United,1.0,2.0,A,359
English Premier League,16/05/09,Bolton,Hull,1.0,1.0,D,360
English Premier League,16/05/09,Everton,West Ham,3.0,1.0,H,361
English Premier League,16/05/09,Man United,Arsenal,0.0,0.0,D,362
English Premier League,16/05/09,Middlesbrough,Aston Villa,1.0,1.0,D,363
English Premier League,16/05/09,Newcastle,Fulham,0.0,1.0,A,364
English Premier League,16/05/09,Stoke,Wigan,2.0,0.0,H,365
English Premier League,16/05/09,Tottenham,Man City,2.0,1.0,H,366
English Premier League,17/05/09,Chelsea,Blackburn,2.0,0.0,H,367
English Premier League,17/05/09,West Brom,Liverpool,0.0,2.0,A,368
English Premier League,18/05/09,Portsmouth,Sunderland,3.0,1.0,H,369
English Premier League,24/05/09,Arsenal,Stoke,4.0,1.0,H,370
English Premier League,24/05/09,Aston Villa,Newcastle,1.0,0.0,H,371
English Premier League,24/05/09,Blackburn,West Brom,0.0,0.0,D,372
English Premier League,24/05/09,Fulham,Everton,0.0,2.0,A,373
English Premier League,24/05/09,Hull,Man United,0.0,1.0,A,374
English Premier League,24/05/09,Liverpool,Tottenham,3.0,1.0,H,375
English Premier League,24/05/09,Man City,Bolton,1.0,0.0,H,376
English Premier League,24/05/09,Sunderland,Chelsea,2.0,3.0,A,377
English Premier League,24/05/09,West Ham,Middlesbrough,2.0,1.0,H,378
English Premier League,24/05/09,Wigan,Portsmouth,1.0,0.0,H,379
English Premier League,14/08/10,Aston Villa,West Ham,3.0,0.0,H,380
English Premier League,14/08/10,Blackburn,Everton,1.0,0.0,H,381
English Premier League,14/08/10,Bolton,Fulham,0.0,0.0,D,382
English Premier League,14/08/10,Chelsea,West Brom,6.0,0.0,H,383
English Premier League,14/08/10,Sunderland,Birmingham,2.0,2.0,D,384
English Premier League,14/08/10,Tottenham,Man City,0.0,0.0,D,385
English Premier League,14/08/10,Wigan,Blackpool,0.0,4.0,A,386
English Premier League,14/08/10,Wolves,Stoke,2.0,1.0,H,387
English Premier League,15/08/10,Liverpool,Arsenal,1.0,1.0,D,388
English Premier League,16/08/10,Man United,Newcastle,3.0,0.0,H,389
English Premier League,21/08/10,Arsenal,Blackpool,6.0,0.0,H,390
English Premier League,21/08/10,Birmingham,Blackburn,2.0,1.0,H,391
English Premier League,21/08/10,Everton,Wolves,1.0,1.0,D,392
English Premier League,21/08/10,Stoke,Tottenham,1.0,2.0,A,393
English Premier League,21/08/10,West Brom,Sunderland,1.0,0.0,H,394
English Premier League,21/08/10,West Ham,Bolton,1.0,3.0,A,395
English Premier League,21/08/10,Wigan,Chelsea,0.0,6.0,A,396
English Premier League,22/08/10,Fulham,Man United,2.0,2.0,D,397
